EJS_SiteCode	EJS_UniqueFieldID	YrVisit	GridRef_OSGB36	X	Y
S31	S31_F4	2000_Visit2	NJ00172326	300170	823260
S31	S31_F4	2000_Visit2	NJ00692290	300690	822900
S31	S31_F4	2000_Visit2	NJ03231780	303230	817800
S31	S31_F1	2000_Visit1	NH94992494	294990	824940
S31	S31_F2	2000_Visit1	NH94932485	294930	824850
S31	S31_F3	2000_Visit1	NN56149351	256140	793510
S34	S34_F32	2000_Visit3	NN55889351	255880	793510
S44a	S44a_F9	2000_Visit2	NN56159351	256150	793510
S44a	S44a_F9	2000_Visit3	NN55999326	255990	793260
S1	S1_F2	2005_Visit1	NN65359412	265350	794120
S1	S1_F2	2005_Visit2	NN65769410	265760	794100
S1	S1_F2	2005_Visit2	NN66029402	266020	794020
S1	S1_F2	2005_Visit2	NH72200030	272200	800300
S3	S3_F10	2010_Visit2	NH72190028	272190	800280
S3	S3_F8	2010_Visit1	NH72170028	272170	800280
S3	S3_F7	2010_Visit3	NH71100029	271100	800290
S8	S8_F6	2010_Visit1	NH70980021	270980	800210
S8	S8_F6	2010_Visit1	NH70990008	270990	800080
S8	S8_F6	2005_Visit1	NH71210018	271210	800180
S8	S8_F8	2005_Visit1	NN71359994	271350	799940
S8	S8_F8	2005_Visit1	NH71000003	271000	800030
S8	S8_F8	2005_Visit1	NH71000028	271000	800280
S8	S8_F8	2005_Visit1	NH71190020	271190	800200
S8	S8_F8	2005_Visit1	NN71239993	271230	799930
S8	S8_F8	2005_Visit2	NN71879872	271870	798720
S8	S8_F8	2005_Visit3	NN71989875	271980	798750
S8	S8_F8	2005_Visit3	NN71939879	271930	798790
S8	S8_F8	2005_Visit3	NN71939864	271930	798640
S10	S10_F5	2005_Visit1	NN71899866	271890	798660
S10	S10_F5	2005_Visit1	NN71979867	271970	798670
S10	S10_F5	2005_Visit1	NN71649833	271640	798330
S10	S10_F5	2005_Visit1	NN71729833	271720	798330
S10	S10_F5	2005_Visit1	NN71689844	271680	798440
S10	S10_F5	2005_Visit1	NN71819835	271810	798350
S10	S10_F6	2005_Visit1	NN71869832	271860	798320
S10	S10_F6	2005_Visit1	NN71809830	271800	798300
S10	S10_F6	2005_Visit1	NN71829829	271820	798290
S10	S10_F7	2005_Visit1	NN71729888	271720	798880
S10	S10_F7	2005_Visit1	NN71799880	271790	798800
S10	S10_F7	2005_Visit1	NN71799886	271790	798860
S10	S10_F7	2005_Visit1	NN71799853	271790	798530
S10	S10_F9	2005_Visit2	NN71869866	271860	798660
S10	S10_F9	2005_Visit2	NN71979867	271970	798670
S10	S10_F9	2005_Visit2	NN71849850	271840	798500
S10	S10_F5	2005_Visit2	NN71749853	271740	798530
S10	S10_F5	2005_Visit2	NN71959873	271950	798730
S10	S10_F5	2005_Visit2	NN72209906	272200	799060
S10	S10_F5	2005_Visit2	NN72259904	272250	799040
S10	S10_F5	2005_Visit2	NN72239910	272230	799100
S10	S10_F5	2005_Visit2	NN71839880	271830	798800
S10	S10_F3	2005_Visit2	NN72329919	272320	799190
S10	S10_F3	2005_Visit2	NN72389914	272380	799140
S10	S10_F3	2005_Visit2	NN72089896	272080	798960
S10	S10_F9	2005_Visit2	NN72139890	272130	798900
S10	S10_F3	2005_Visit2	NN72109878	272100	798780
S10	S10_F3	2005_Visit2	NN72009887	272000	798870
S10	S10_F4	2005_Visit2	NN71959878	271950	798780
S10	S10_F4	2005_Visit2	NN71949863	271940	798630
S10	S10_F4	2005_Visit2	NN71829846	271820	798460
S10	S10_F4	2005_Visit2	NN71919876	271910	798760
S10	S10_F4	2005_Visit2	NN71969870	271960	798700
S10	S10_F5	2005_Visit2	NN71899856	271890	798560
S10	S10_F5	2005_Visit2	NN71979865	271970	798650
S10	S10_F5	2005_Visit2	NN71869849	271860	798490
S10	S10_F5	2005_Visit2	NN71989862	271980	798620
S10	S10_F5	2005_Visit2	NN71769830	271760	798300
S10	S10_F5	2005_Visit2	NN71789826	271780	798260
S10	S10_F5	2005_Visit2	NN71849833	271840	798330
S10	S10_F5	2005_Visit2	NN71689828	271680	798280
S10	S10_F7	2005_Visit2	NN71889823	271880	798230
S10	S10_F7	2005_Visit2	NN71989855	271980	798550
S10	S10_F7	2005_Visit2	NN75879945	275870	799450
S10	S10_F7	2005_Visit2	NH97282095	297280	820950
S10	S10_F1	2000_Visit1	NH97242102	297240	821020
S10	S10_F1	2000_Visit2	NH97342107	297340	821070
S14	S14_F12	2005_Visit3	NH97162088	297160	820880
S28	S28_F3	2005_Visit1	NH97192081	297190	820810
S28	S28_F3	2005_Visit1	NH97512113	297510	821130
S28	S28_F3	2005_Visit1	NH97382109	297380	821090
S28	S28_F3	2005_Visit1	NJ00402405	300400	824050
S28	S28_F3	2005_Visit1	NJ00812489	300810	824890
S28	S28_F3	2005_Visit1	NJ00782488	300780	824880
S28	S28_F3	2005_Visit1	NJ00682486	300680	824860
S42	S42_F14	2015_VisitOUT OF SEASON	NJ01002459	301000	824590
S42	S42_F2	2015_VisitOUT OF SEASON	NJ00532478	300530	824780
S42	S42_F2	2015_VisitOUT OF SEASON	NJ01122466	301120	824660
S42	S42_F2	2015_VisitOUT OF SEASON	NJ01232460	301230	824600
S42	S42_F9	2015_VisitOUT OF SEASON	NJ00962504	300960	825040
S42	S42_F1	2015_VisitOUT OF SEASON	NJ01132493	301130	824930
S42	S42_F9	2015_VisitOUT OF SEASON	NJ07612092	307610	820920
S42	S42_F11	2015_VisitOUT OF SEASON	NJ08342062	308340	820620
S42	S42_F3	2015_VisitOUT OF SEASON	NJ08262067	308260	820670
S42	S42_F8	2015_VisitOUT OF SEASON	NJ06552120	306550	821200
S33	S33_F10	2015_VisitOUT OF SEASON	NJ06662107	306660	821070
S33	S33_F4	2015_VisitOUT OF SEASON	NJ06012118	306010	821180
S33	S33_F5	2015_VisitOUT OF SEASON	NJ06262110	306260	821100
S33	S33_F17	2015_VisitOUT OF SEASON	NJ04802139	304800	821390
S33	S33_F19	2015_VisitOUT OF SEASON	NJ04671990	304670	819900
S33	S33_F34a	2015_VisitOUT OF SEASON	NJ05262114	305260	821140
S33	S33_F21	2015_VisitOUT OF SEASON	NJ05092105	305090	821050
S33	S33_F41	2015_VisitOUT OF SEASON	NJ04581998	304580	819980
S33	S33_F34b	2015_VisitOUT OF SEASON	NH97412095	297410	820950
S33	S33_F34b	2015_VisitOUT OF SEASON	NH97432097	297430	820970
S33	S33_F34b	2015_VisitOUT OF SEASON	NH97302092	297300	820920
S33	S33_F34b	2015_VisitOUT OF SEASON	NH97182083	297180	820830
S28	S28_F3	2005_Visit2	NH97222071	297220	820710
S28	S28_F3	2005_Visit2	NH97492115	297490	821150
S28	S28_F3	2005_Visit2	NH96852047	296850	820470
S28	S28_F3	2005_Visit2	NH97722100	297720	821000
S28	S28_F3	2005_Visit2	NH97482089	297480	820890
S28	S28_F3	2005_Visit2	NH97242102	297240	821020
S28	S28_F6	2005_Visit2	NH97352103	297350	821030
S28	S28_Fnot RECORDED	2005_Visit2	NH97242086	297240	820860
S28	S28_Fnot RECORDED	2005_Visit2	NH97332087	297330	820870
S28	S28_F3	2005_Visit2	NH97372095	297370	820950
S28	S28_F3	2005_Visit2	NH97472097	297470	820970
S28	S28_F3	2005_Visit2	NH97492100	297490	821000
S28	S28_F3	2005_Visit2	NH97302085	297300	820850
S28	S28_F3	2005_Visit2	NH97952095	297950	820950
S28	S28_F3	2005_Visit2	NH97122094	297120	820940
S28	S28_F3	2005_Visit2	NH97382087	297380	820870
S28	S28_F3	2005_Visit2	NH97502099	297500	820990
S28	S28_Fnot RECORDED	2005_Visit2	NH97522101	297520	821010
S28	S28_F3	2005_Visit2	NH99612208	299610	822080
S28	S28_F3	2005_Visit2	NJ00472311	300470	823110
S28	S28_F3	2005_Visit2	NJ04532010	304530	820100
S28	S28_F3	2005_Visit2	NJ06492119	306490	821190
S30	S30_F6	2010_Visit2	NH94832459	294830	824590
S31	S31_F3	2000_Visit1	NN65128697	265120	786970
S33	S33_F34b	2010_Visit1	NN67088932	267080	789320
S33	S33_F17	2010_Visit1	NN67158934	267150	789340
S44B	S44B_F7	2000_Visit3	NN66998912	266990	789120
S45	S45_FOUTSIDE SITE BOUNDARY	2000_Visit1	NN66118821	266110	788210
S45	S45_F7	2000_Visit3	NN66148804	266140	788040
S45	S45_F7	2000_Visit3	NN66298827	266290	788270
S45	S45_F7	2000_Visit3	NH72140015	272140	800150
S45	S45_F7	2000_Visit3	NN66178818	266170	788180
S45	S45_F7	2000_Visit3	NN66158848	266150	788480
S45	S45_F7	2000_Visit3	NN66498880	266490	788800
S8	S8_Fnot RECORDED	2015_Visit2	NN67108933	267100	789330
S45	S45_F5	2010_Visit2	NN66198822	266190	788220
S45	S45_F5	2010_Visit2	NN66138849	266130	788490
S45	S45_F5	2010_Visit2	NN66388873	266380	788730
S45	S45_F5	2010_Visit2	NN66778883	266770	788830
S45	S45_F5	2010_Visit2	NN66138847	266130	788470
S45	S45_F5	2010_Visit2	NJ04781781	304780	817810
S45	S45_F5	2010_Visit2	NJ04741783	304740	817830
S45	S45_F5	2010_Visit2	NJ04781776	304780	817760
S45	S45_F5	2010_Visit2	NJ04271760	304270	817600
S34	S34_F55	2010_Visit3	NJ04241758	304240	817580
S34	S34_F55	2010_Visit3	NJ04251759	304250	817590
S34	S34_F55	2010_Visit3	NJ04801779	304800	817790
S34	S34_F55	2010_Visit3	NJ04801781	304800	817810
S34	S34_F55	2010_Visit3	NJ04701779	304700	817790
S34	S34_F55	2010_Visit3	NJ04771776	304770	817760
S34	S34_F55	2010_Visit3	NJ04781777	304780	817770
S34	S34_F55	2010_Visit3	NJ08552027	308550	820270
S34	S34_F55	2010_Visit3	NJ06882109	306880	821090
S34	S34_F55	2010_Visit3	NJ06792118	306790	821180
S34	S34_F55	2010_Visit3	NJ06852118	306850	821180
S33	S33_F1	2005_Visit3	NJ07232075	307230	820750
S33	S33_F11	2005_Visit1	NJ07352080	307350	820800
S33	S33_F11	2005_Visit1	NJ07272080	307270	820800
S33	S33_F11	2005_Visit1	NJ07222081	307220	820810
S33	S33_F12	2005_Visit1	NJ07292073	307290	820730
S33	S33_F12	2005_Visit1	NJ07072088	307070	820880
S33	S33_F12	2005_Visit1	NJ07152077	307150	820770
S33	S33_F12	2005_Visit1	NJ07112082	307110	820820
S33	S33_F12	2005_Visit1	NJ07372080	307370	820800
S33	S33_F12	2005_Visit2	NJ07332075	307330	820750
S33	S33_F12	2005_Visit3	NJ06532129	306530	821290
S33	S33_F12	2005_Visit3	NJ06572122	306570	821220
S33	S33_F12	2005_Visit3	NJ06562117	306560	821170
S33	S33_F12	2005_Visit3	NJ06762062	306760	820620
S33	S33_F13	2005_Visit3	NJ05312099	305310	820990
S33	S33_F13	2005_Visit3	NJ05312083	305310	820830
S33	S33_F13	2005_Visit3	NJ05552121	305550	821210
S33	S33_F15	2005_Visit3	NJ05482130	305480	821300
S33	S33_F18	2005_Visit2	NJ05572125	305570	821250
S33	S33_F18	2005_Visit2	NJ04942152	304940	821520
S33	S33_F18	2005_Visit3	NJ04892146	304890	821460
S33	S33_F18	2005_Visit3	NJ04962149	304960	821490
S33	S33_F18	2005_Visit3	NJ03662028	303660	820280
S33	S33_F21	2005_Visit3	NJ07942078	307940	820780
S33	S33_F21	2005_Visit3	NJ07102014	307100	820140
S33	S33_F21	2005_Visit3	NJ07172016	307170	820160
S33	S33_F26	2005_Visit3	NN65389409	265380	794090
S33	S33_F6	2005_Visit3	NJ00782308	300780	823080
S33	S33_F17	2005_Visit2	NJ06932109	306930	821090
S33	S33_F17	2005_Visit3	NJ06862113	306860	821130
S3	S3_F21	2005_Visit3	NJ07252079	307250	820790
S32	S32_F11	2000_Visit3	NJ06082107	306080	821070
S33	S33_F13	2000_Visit1	NJ07112018	307110	820180
S33	S33_F13	2000_Visit1	NJ07072010	307070	820100
S33	S33_F14	2000_Visit1	NJ05212131	305210	821310
S33	S33_F21	2000_Visit1	NJ05032058	305030	820580
S33	S33_F25	2000_Visit1	NJ05202062	305200	820620
S33	S33_F25	2000_Visit1	NJ05092065	305090	820650
S33	S33_F28	2000_Visit1	NJ05132065	305130	820650
S33	S33_F29a	2000_Visit2	NJ08382059	308380	820590
S33	S33_F29a	2000_Visit2	NJ08272049	308270	820490
S33	S33_F29a	2000_Visit2	NJ04852123	304850	821230
S33	S33_F29a	2000_Visit2	NJ08262070	308260	820700
S33	S33_F3	2005_Visit3	NJ08212054	308210	820540
S33	S33_F3	2005_Visit3	NJ08232058	308230	820580
S33	S33_F37	2000_Visit1	NJ08172056	308170	820560
S33	S33_F4	2000_Visit1	NJ08102062	308100	820620
S33	S33_F4	2000_Visit1	NJ08142060	308140	820600
S33	S33_F4	2005_Visit1	NJ08132067	308130	820670
S33	S33_F4	2005_Visit1	NJ08142073	308140	820730
S33	S33_F5	2000_Visit1	NJ07622092	307620	820920
S33	S33_F5	2000_Visit2	NJ07612097	307610	820970
S33	S33_F5	2000_Visit2	NJ07632096	307630	820960
S33	S33_F5	2000_Visit2	NJ07582080	307580	820800
S33	S33_F9	2000_Visit2	NJ07692092	307690	820920
S33	S33_F9	2000_Visit2	NJ07722084	307720	820840
S33	S33_F9	2000_Visit2	NJ07742086	307740	820860
S33	S33_F9	2000_Visit2	NJ07712096	307710	820960
S33	S33_F8	2000_Visit2	NJ07682087	307680	820870
S33	S33_F8	2000_Visit2	NJ07692077	307690	820770
S33	S33_F8	2000_Visit2	NJ07702083	307700	820830
S33	S33_F8	2000_Visit2	NJ07782074	307780	820740
S33	S33_F8	2000_Visit2	NJ07812081	307810	820810
S33	S33_F8	2000_Visit2	NJ07802093	307800	820930
S33	S33_F8	2000_Visit2	NJ07772076	307770	820760
S33	S33_F7	2000_Visit1	NJ08042077	308040	820770
S33	S33_F7	2000_Visit2	NJ07942070	307940	820700
S33	S33_F7	2000_Visit2	NJ07932085	307930	820850
S33	S33_F7	2000_Visit2	NJ07982071	307980	820710
S33	S33_F6	2000_Visit2	NJ07932078	307930	820780
S33	S33_F6	2000_Visit2	NN72229995	272220	799950
S33	S33_F6	2000_Visit2	NH72220008	272220	800080
S33	S33_F6	2000_Visit2	NN72209999	272200	799990
S33	S33_F6	2000_Visit2	NH72220005	272220	800050
S8	S8_F1	2000_Visit2	NH72180001	272180	800010
S8	S8_F1	2000_Visit2	NN72209995	272200	799950
S8	S8_F1	2000_Visit2	NH70950021	270950	800210
S8	S8_F1	2000_Visit2	NH70990020	270990	800200
S8	S8_F1	2000_Visit2	NH71070004	271070	800040
S8	S8_F1	2000_Visit2	NN72039995	272030	799950
S8	S8_F8	2005_Visit1	NN71969992	271960	799920
S8	S8_F10	2005_Visit3	NN72129993	272120	799930
S8	S8_F10	2005_Visit3	NN71999995	271990	799950
S8	S8_F2	2000_Visit1	NH96202089	296200	820890
S8	S8_F2	2000_Visit1	NJ04381788	304380	817880
S8	S8_F2	2000_Visit1	NJ04091766	304090	817660
S8	S8_F2	2000_Visit1	NJ07612081	307610	820810
S27	S27_F29	2000_Visit2	NH72430041	272430	800410
S34	S34_F23	2000_Visit3	NH73390110	273390	801100
S34	S34_F29	2000_Visit3	NH72170100	272170	801000
SOUTSIDE BOUNDARY	SOUTSIDE BOUNDARY_FOUTSIDE BOUNDARY	2005_Visit3	NH72680069	272680	800690
S9	S9_F6	2000_Visit1	NH73390102	273390	801020
S9	S9_F6	2000_Visit1	NH72430069	272430	800690
S9	S9_F6	2000_Visit1	NH73210085	273210	800850
S9	S9_F6	2000_Visit2	NH72840124	272840	801240
S9	S9_F6	2000_Visit2	NH73400102	273400	801020
S9	S9_F6	2000_Visit2	NH73440074	273440	800740
S9	S9_F6	2000_Visit2	NH73380091	273380	800910
S9	S9_F6	2000_Visit2	NH72790102	272790	801020
S9	S9_F6	2000_Visit2	NH72290085	272290	800850
S9	S9_F6	2000_Visit2	NH73410053	273410	800530
S9	S9_F6	2000_Visit2	NH72260112	272260	801120
S9	S9_F6	2000_Visit2	NH72440062	272440	800620
S9	S9_F6	2000_Visit3	NH72670111	272670	801110
S9	S9_F6	2000_Visit3	NH73170062	273170	800620
S9	S9_F6	2000_Visit3	NH72140118	272140	801180
S9	S9_F6	2000_Visit3	NJ01222397	301220	823970
S9	S9_F6	2000_Visit3	NJ01292392	301290	823920
S9	S9_F6	2000_Visit3	NJ01222405	301220	824050
S9	S9_F6	2000_Visit3	NJ01292391	301290	823910
S32	S32_F1	2000_Visit1	NJ01252395	301250	823950
S32	S32_F1	2000_Visit1	NJ01222402	301220	824020
S32	S32_F1	2000_Visit1	NJ01222395	301220	823950
S32	S32_F1	2000_Visit1	NJ01182395	301180	823950
S32	S32_F1	2000_Visit2	NJ01212395	301210	823950
S32	S32_F1	2000_Visit2	NJ01302383	301300	823830
S32	S32_F1	2000_Visit2	NJ01332388	301330	823880
S32	S32_F1	2000_Visit2	NJ00682316	300680	823160
S32	S32_F1	2000_Visit3	NJ00812312	300810	823120
S32	S32_F1	2000_Visit3	NJ00842307	300840	823070
S32	S32_F1	2000_Visit3	NJ00772326	300770	823260
S32	S32_F10	2000_Visit2	NJ00902341	300900	823410
S32	S32_F11	2000_Visit1	NJ00962340	300960	823400
S32	S32_F11	2000_Visit2	NJ01032331	301030	823310
S32	S32_F12	2000_Visit3	NJ00822334	300820	823340
S32	S32_F13	2000_Visit1	NJ00982332	300980	823320
S32	S32_F13	2000_Visit1	NJ00852338	300850	823380
S32	S32_F13	2000_Visit1	NJ01042337	301040	823370
S32	S32_F13	2000_Visit2	NJ00892332	300890	823320
S32	S32_F13	2000_Visit2	NJ01142330	301140	823300
S32	S32_F13	2000_Visit2	NJ01092362	301090	823620
S32	S32_F13	2000_Visit2	NJ01152337	301150	823370
S32	S32_F13	2000_Visit3	NJ01172336	301170	823360
S32	S32_F15	2000_Visit2	NJ01262355	301260	823550
S32	S32_F16	2000_Visit1	NJ01242345	301240	823450
S32	S32_F16	2000_Visit2	NJ01462408	301460	824080
S32	S32_F16	2000_Visit2	NJ01482406	301480	824060
S32	S32_F16	2000_Visit2	NJ01412387	301410	823870
S32	S32_F16	2000_Visit3	NJ01442395	301440	823950
S32	S32_F2	2000_Visit1	NJ01012396	301010	823960
S32	S32_F2	2000_Visit1	NJ00922350	300920	823500
S32	S32_F2	2000_Visit2	NJ00912370	300910	823700
S32	S32_F2	2000_Visit2	NJ00922370	300920	823700
S32	S32_F3	2000_Visit1	NJ00612360	300610	823600
S32	S32_F4	2000_Visit1	NJ00382349	300380	823490
S32	S32_F4	2000_Visit1	NJ00352347	300350	823470
S32	S32_F4	2000_Visit1	NJ00512351	300510	823510
S32	S32_F5	2000_Visit1	NJ00322353	300320	823530
S32	S32_F6	2000_Visit1	NJ00382322	300380	823220
S32	S32_F6	2000_Visit3	NJ00502325	300500	823250
S32	S32_F6	2000_Visit3	NJ00442330	300440	823300
S32	S32_F7	2000_Visit1	NJ00492331	300490	823310
S32	S32_F8	2000_Visit2	NJ00422325	300420	823250
S32	S32_F8	2000_Visit2	NJ00432330	300430	823300
S32	S32_F8	2000_Visit2	NJ00622328	300620	823280
S32	S32_F8	2000_Visit2	NJ00512336	300510	823360
S32	S32_F8	2000_Visit2	NJ00602342	300600	823420
S32	S32_F8	2000_Visit3	NJ00862344	300860	823440
S32	S32_F8	2000_Visit3	NJ00842344	300840	823440
S32	S32_F8	2000_Visit3	NJ00812340	300810	823400
S32	S32_F9	2000_Visit1	NJ00722349	300720	823490
S32	S32_F9	2000_Visit1	NJ00702332	300700	823320
S32	S32_F9	2000_Visit1	NJ00682341	300680	823410
S32	S32_F9	2000_Visit2	NJ00652333	300650	823330
S32	S32_F9	2000_Visit2	NJ00692347	300690	823470
S32	S32_F9	2000_Visit2	NJ00622335	300620	823350
S32	S32_F9	2000_Visit2	NJ00672349	300670	823490
S32	S32_F9	2000_Visit3	NJ00652351	300650	823510
S32	S32_F9	2000_Visit3	NJ00732345	300730	823450
S32	S32_F9	2000_Visit3	NJ00722336	300720	823360
S32	S32_F9	2000_Visit3	NJ00362308	300360	823080
S32	S32_F9	2000_Visit3	NJ00352310	300350	823100
S32	S32_F9	2000_Visit3	NJ00432299	300430	822990
S32	S32_F9	2000_Visit3	NJ00402307	300400	823070
S31	S31_F3	2000_Visit1	NJ00752296	300750	822960
S31	S31_F3	2000_Visit1	NJ00342312	300340	823120
S31	S31_F3	2000_Visit2	NJ00362314	300360	823140
S31	S31_F3	2000_Visit2	NJ00512263	300510	822630
S31	S31_F3	2000_Visit2	NJ00332287	300330	822870
S31	S31_F3	2000_Visit2	NJ00322289	300320	822890
S31	S31_F3	2000_Visit2	NJ00232228	300230	822280
S31	S31_F4	2000_Visit1	NJ00152200	300150	822000
S31	S31_F4	2000_Visit1	NJ00162188	300160	821880
S31	S31_F4	2000_Visit2	NJ00182267	300180	822670
S31	S31_F5	2000_Visit1	NJ00102254	300100	822540
S31	S31_F6	2000_Visit1	NJ00032264	300030	822640
S31	S31_F6	2000_Visit1	NJ00212299	300210	822990
S31	S31_F1	2000_Visit1	NH94852465	294850	824650
S31	S31_F1	2000_Visit1	NH94622449	294620	824490
S31	S31_F1	2000_Visit2	NH94782457	294780	824570
S31	S31_F2	2000_Visit1	NH94182435	294180	824350
S44B	S44B_F7	2000_Visit1	NH94272423	294270	824230
S44B	S44B_F7	2000_Visit1	NH94842471	294840	824710
S44B	S44B_F7	2000_Visit1	NH94442429	294440	824290
S44B	S44B_F7	2000_Visit1	NH94382439	294380	824390
S44B	S44B_F7	2000_Visit1	NH94232441	294230	824410
S44B	S44B_F7	2000_Visit1	NH94562441	294560	824410
S44B	S44B_F7	2000_Visit1	NH94932466	294930	824660
S44B	S44B_F7	2000_Visit1	NH94222429	294220	824290
S44B	S44B_F7	2000_Visit1	NH94742451	294740	824510
S44B	S44B_F7	2000_Visit1	NH94452442	294450	824420
S44B	S44B_F7	2000_Visit1	NH94132434	294130	824340
S44B	S44B_F7	2000_Visit1	NH94152430	294150	824300
S44B	S44B_F7	2000_Visit1	NH94702453	294700	824530
S44B	S44B_F7	2000_Visit2	NH94662453	294660	824530
S44B	S44B_F7	2000_Visit2	NH94642446	294640	824460
S44B	S44B_F7	2000_Visit2	NH94592445	294590	824450
S44B	S44B_F7	2000_Visit2	NH94442421	294440	824210
S44B	S44B_F7	2000_Visit2	NH94542448	294540	824480
S44B	S44B_F7	2000_Visit2	NH94812464	294810	824640
S44B	S44B_F7	2000_Visit2	NH94842460	294840	824600
S44B	S44B_F7	2000_Visit2	NH94542433	294540	824330
S44B	S44B_F7	2000_Visit2	NH94322430	294320	824300
S44B	S44B_F7	2000_Visit2	NH94752460	294750	824600
S44B	S44B_F7	2000_Visit3	NH94672457	294670	824570
S44B	S44B_F7	2000_Visit3	NH94112433	294110	824330
S44B	S44B_F7	2000_Visit3	NH94592435	294590	824350
S44B	S44B_F7	2000_Visit3	NH94302426	294300	824260
S44B	S44B_F7	2000_Visit3	NH94472430	294470	824300
S44B	S44B_F7	2000_Visit3	NH94772456	294770	824560
S44B	S44B_F7	2000_Visit3	NH94432422	294430	824220
S44B	S44B_F7	2000_Visit3	NH94112436	294110	824360
S44B	S44B_F7	2000_Visit3	NH94722465	294720	824650
S44B	S44B_F7	2000_Visit3	NH94752449	294750	824490
S44B	S44B_F7	2000_Visit3	NH94832467	294830	824670
S44B	S44B_F7	2000_Visit3	NH94992482	294990	824820
S44B	S44B_F7	2000_Visit3	NH95012463	295010	824630
S44B	S44B_F7	2000_Visit3	NH95082472	295080	824720
S44B	S44B_F7	2000_Visit3	NH95162522	295160	825220
S44B	S44B_F8	2000_Visit1	NH95092489	295090	824890
S44B	S44B_F8	2000_Visit2	NH95242527	295240	825270
S44B	S44B_F8	2000_Visit2	NH94952493	294950	824930
S44a	S44a_F9	2000_Visit1	NH95012503	295010	825030
S44a	S44a_F9	2000_Visit1	NH95112509	295110	825090
S44a	S44a_F9	2000_Visit1	NH95182508	295180	825080
S44a	S44a_F9	2000_Visit1	NH95132519	295130	825190
S44a	S44a_F9	2000_Visit1	NH95232494	295230	824940
S44a	S44a_F9	2000_Visit1	NH94892480	294890	824800
S44a	S44a_F9	2000_Visit2	NH95142484	295140	824840
S44a	S44a_F9	2000_Visit2	NH94882491	294880	824910
S44a	S44a_F9	2000_Visit2	NH95292512	295290	825120
S44a	S44a_F9	2000_Visit2	NH95222507	295220	825070
S44a	S44a_F9	2000_Visit2	NH94812488	294810	824880
S44a	S44a_F9	2000_Visit2	NH95112511	295110	825110
S44a	S44a_F9	2000_Visit2	NH95062513	295060	825130
S44a	S44a_F9	2000_Visit2	NH95172491	295170	824910
S44a	S44a_F9	2000_Visit3	NH95142487	295140	824870
S44a	S44a_F9	2000_Visit3	NH95132484	295130	824840
S44a	S44a_F9	2000_Visit3	NH95162520	295160	825200
S44a	S44a_F9	2000_Visit3	NH95172504	295170	825040
S44a	S44a_F9	2000_Visit3	NH73470039	273470	800390
S44a	S44a_F9	2000_Visit3	NH73700027	273700	800270
S44a	S44a_F9	2000_Visit3	NH73630031	273630	800310
S44a	S44a_F9	2000_Visit3	NH73520032	273520	800320
S9	S9_F1	2000_Visit1	NH73500037	273500	800370
S9	S9_F1	2000_Visit1	NH73580047	273580	800470
S9	S9_F1	2000_Visit1	NH73540026	273540	800260
S9	S9_F1	2000_Visit1	NH73610047	273610	800470
S9	S9_F1	2000_Visit2	NH73500022	273500	800220
S9	S9_F1	2000_Visit3	NH97702636	297700	826360
S9	S9_F1	2000_Visit3	NH97682632	297680	826320
S9	S9_F1	2000_Visit3	NH97672635	297670	826350
S9	S9_F1	2000_Visit3	NH97772627	297770	826270
S41	S41_F1	2000_Visit2	NH97532633	297530	826330
S41	S41_F1	2000_Visit2	NH97632646	297630	826460
S41	S41_F1	2000_Visit2	NH97742639	297740	826390
S41	S41_F1	2000_Visit3	NJ07212097	307210	820970
S41	S41_F1	2000_Visit1	NJ08442053	308440	820530
S41	S41_F1	2000_Visit1	NJ06052117	306050	821170
S41	S41_F1	2000_Visit1	NJ06662126	306660	821260
S33	S33_F13	2000_Visit1	NJ06162018	306160	820180
S33	S33_F2	2000_Visit2	NJ07012033	307010	820330
S33	S33_F21	2000_Visit1	NJ06992029	306990	820290
S33	S33_F21	2000_Visit1	NJ07172012	307170	820120
S33	S33_F22	2000_Visit2	NJ06992022	306990	820220
S33	S33_F24	2000_Visit2	NJ06672011	306670	820110
S33	S33_F24	2000_Visit2	NJ06692010	306690	820100
S33	S33_F25	2000_Visit1	NJ06562002	306560	820020
S33	S33_F26	2000_Visit2	NJ06772017	306770	820170
S33	S33_F27	2000_Visit1	NJ06832008	306830	820080
S33	S33_F27	2000_Visit1	NJ05442056	305440	820560
S33	S33_F27	2000_Visit1	NJ05092113	305090	821130
S33	S33_F27	2000_Visit1	NJ04962051	304960	820510
S33	S33_F27	2000_Visit1	NJ04862094	304860	820940
S33	S33_F28	2000_Visit1	NJ04322009	304320	820090
S33	S33_F28	2000_Visit1	NJ04922138	304920	821380
S33	S33_F28	2000_Visit1	NJ04902141	304900	821410
S33	S33_F28	2000_Visit1	NJ04902139	304900	821390
S33	S33_F28	2000_Visit2	NJ04902145	304900	821450
S33	S33_F34	2000_Visit2	NJ05002147	305000	821470
S33	S33_F34	2000_Visit2	NJ04882153	304880	821530
S33	S33_F34	2000_Visit2	NJ04992134	304990	821340
S33	S33_F34	2000_Visit2	NJ04972156	304970	821560
